WirtEinh,EQ_übergeordnet,Equipment,EQ-Bezeichnung,EQ-Klasse,EQ-Klasse-Bezeichnung,Gewerk,Anlagenausprägung,EQ-Menge,EQ-Merkmal_001,EQ-Merkmal_002,EQ-Merkmal_003,EQ-Merkmal_004,EQ-Merkmal_005,EQ-Merkmal_006,EQ-Merkmal_007,EQ-Merkmal_008,EQ-Merkmal_009,EQ-Merkmal_010,EQ-Merkmal_011,EQ-Merkmal_012,EQ-Merkmal_013,EQ-Merkmal_014,EQ-Merkmal_015,EQ-Merkmal_016,EQ-Merkmal_017,EQ-Merkmal_018,EQ-Merkmal_019,EQ-Merkmal_020,EQ-Merkmal_021,EQ-Merkmal_022,EQ-Merkmal_023,EQ-Merkmal_024,EQ-Merkmal_025,EQ-Merkmal_026,EQ-Merkmal_027,EQ-Merkmal_028,EQ-Merkmal_029,EQ-Merkmal_030,EQ-Merkmal_031,EQ-Merkmal_032,EQ-Merkmal_033,EQ-Merkmal_034,EQ-Merkmal_035,EQ-Merkmal_036,EQ-Merkmal_037,EQ-Merkmal_038,EQ-Merkmal_039,EQ-Merkmal_040,EQ-Merkmal_041,EQ-Merkmal_042,EQ-Merkmal_043,EQ-Merkmal_044,EQ-Merkmal_045,EQ-Merkmal_046,EQ-Merkmal_047,EQ-Merkmal_048,EQ-Merkmal_049,EQ-Merkmal_050,EQ-Merkmal_051,EQ-Merkmal_052
22225,,1000420862,Kühlschrank,3760,Kühleinrichtungen,Kältetechnik,Kühlgeräte,1,,,hermetisch geschlossen: ja,"Kältemittelmenge: 0,5",Kältemitteltyp: R 134A,Leckageerkennungssystem vorhd.: nein,Schnittstelle BuES/GLT: BuES,,,Kostengruppe DIN 276-1: 471,Bezeichn. Kostengr. DIN 276-1: Küchentechnische Anlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22225,,1000420875,Heizölsperre,32304,"Abscheider, Sperren",Sanitär,Heizölsperre,1,,,,,Schnittstelle BuES/GLT: keine,,Kostengruppe DIN 276-1: 411,Bezeichn. Kostengr. DIN 276-1: Abwasseranlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22225,,1001453203,Feuerlöscher,39301,Kleinlöschgeräte,Brandschutz,Feuerlöscher,56,Löschmittel Feuerlöscher: Wasser bis 10 Liter,"Sonderbau-Prüfungen: Nein, keine",,Kostengruppe DIN 276-1: 475,Bezeichn. Kostengr. DIN 276-1: Feuerlöschanlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22225,,1001719361,Niederspannungsleitungsanlage,33103,Niederspannungsleitungsanlagen,Elektro,Niederspannungsleitungsanlage,1,Anzahl FI alle UVT: 46,,Unterverteilungen Gesamt: 12,Anzahl UVT ohne USV: 32,Stromkreise 1-ph ohne USV: 357,Stromkreise 3-ph ohne USV: 63,,,Stromkreise 3-ph mit USV: 4,Schnittstelle BuES/GLT: keine,"Sonderbau-Prüfungen: Nein, keine",,,Kostengruppe DIN 276-1: 444,Bezeichn. Kostengr. DIN 276-1: Niederspannungsinstallationsan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22225,,1001893542,GEV Schulungsanlage 10 Int. Vermerk,3341,Gleichstromanlagen,GEV,Gleichstromversorgung ortsfest,1,,Nenn-/Ausgangsgleichspannung: 60,Technikart: Thyristortechnik,,,,Gleichr. In Betrieb: 0,,,Gleichr. Anzahl Modul A: 0,Gleichr. Größe Modul A [A]: 0,Gleichr. Anzahl Modul B: 0,Gleichr. Größe Modul B [A]: 0,Gleichr. Anzahl Modul C: 0,Gleichr. Größe Modul C [A]: 0,Gleichr. Anzahl Modul D: 0,Gleichr. Größe Modul D [A]: 0,abgeschaltete Gleichrichter[A]: 0,Batt-Ladestrombegrenzung in A: 0,,,,,,vorhandene Signalis.-Hardware: nur SV1,erster Signalisierungsweg: keine Signalisierung vorhanden,zweiter Signalisierungsweg: keiner,geplante Reservezeit [min]: 6,Cluster Energie: KEINE,ungültig: nicht instandsetzbar,,,"Sonderbau-Prüfungen: Nein, keine",,,Messwerterfassung: keine,Kostengruppe DIN 276-1: 442,Bezeichn. Kostengr. DIN 276-1: Eigenstromversorgungsanlagen,,,,,,,,,,,,,,
22225,,1002482616,Brandschutztüren mit mech. Schließer,35404,Feuer-/Rauchschutzabschlüsse,Brandschutz,Feuer-/Rauchschutz-TÜR,36,Technikart 35404: nur selbstschließend,,,,"Sonderbau-Prüfungen: Nein, keine",Schnittstelle BuES/GLT: keine,,Kostengruppe DIN 276-1: 344,Bezeichn. Kostengr. DIN 276-1: Innentüren und -fenster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22225,,1002556497,Steigleitern,3992,Steig- und Anschlageinrichtungen,Haustechn Einricht,Steigleiter,8,Absturzhöhe: bis 10 Meter,,Kostengruppe DIN 276-1: 369,"Bezeichn. Kostengr. DIN 276-1: Dächer, sonstiges",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22225,,1003122724,Geschirrspülmaschine,3730,Küchen-/Kochgeräte,Elektro,"Geschirrspülmaschine, Haushalt",1,,Kostengruppe DIN 276-1: 471,Bezeichn. Kostengr. DIN 276-1: Küchentechnische Anlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22225,,1003122725,Mikrowelle,3730,Küchen-/Kochgeräte,Elektro,Mikrowellengerät,1,,Kostengruppe DIN 276-1: 471,Bezeichn. Kostengr. DIN 276-1: Küchentechnische Anlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22225,,1003122726,Kühlschrank,3760,Kühleinrichtungen,Kältetechnik,Kühlgeräte,1,,,hermetisch geschlossen: ja,"Kältemittelmenge: 0,5",Kältemitteltyp: R 22,Leckageerkennungssystem vorhd.: nein,Schnittstelle BuES/GLT: keine,,,Kostengruppe DIN 276-1: 471,Bezeichn. Kostengr. DIN 276-1: Küchentechnische Anlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22225,,1003122730,Außenbeleuchtung Grundstück,3420,Außenbeleuchtungseinrichtungen,Elektro,Außenbel.einr. ortsf. Leuchten,9,Anbauhöhe/Masthöhe in m: 8,Leuchtmittel Sockel: E27,Leuchtmittel Typ: HQL,,Kostengruppe DIN 276-1: 445,Bezeichn. Kostengr. DIN 276-1: Beleuchtungsanlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22225,,1003122731,Hofentwässerung,32301,Abwasserleitungsanlagen,Sanitär,Abwasserleitungsanlage,1,Nutzung: sonstige Nutzung,Medium Abwasser: Regenwasser,Rückstauverschluss: keiner vorhanden,,,Kostengruppe DIN 276-1: 411,Bezeichn. Kostengr. DIN 276-1: Abwasseranlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22225,,1003278375,DOWB24211701_01,35602,IZS-Zutrittskontrollzentrale,"BuES, GLT, IZS",IDT,1,,,,,Kostengruppe DIN 276-1: 456,Bezeichn. Kostengr. DIN 276-1: Gefahrenmelde- u. Alarmanlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22225,1003278375.0,1003278376,Z001_E_x_x_Haupteingang_58565,35603,IZS-Komponenten,"BuES, GLT, IZS",Zugangstür,1,,,Kostengruppe DIN 276-1: 456,Bezeichn. Kostengr. DIN 276-1: Gefahrenmelde- u. Alarmanlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22225,1003278375.0,1003278377,F002_E_x_x_Raum21 F002,35603,IZS-Komponenten,"BuES, GLT, IZS",Flucht- /Liefertür,1,,,Kostengruppe DIN 276-1: 456,Bezeichn. Kostengr. DIN 276-1: Gefahrenmelde- u. Alarmanlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22225,1003278375.0,1003278378,F003_E_21_x_Tür zum Dach F003,35603,IZS-Komponenten,"BuES, GLT, IZS",Flucht- /Liefertür,1,,,Kostengruppe DIN 276-1: 456,Bezeichn. Kostengr. DIN 276-1: Gefahrenmelde- u. Alarmanlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22225,1003278375.0,1003278379,L001_E_x_x_Haupteingang_58565,35603,IZS-Komponenten,"BuES, GLT, IZS",Kartenleser eines Zugangs,1,Service-ID: 21101,,Kostengruppe DIN 276-1: 456,Bezeichn. Kostengr. DIN 276-1: Gefahrenmelde- u. Alarmanlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22225,1003278375.0,1003283043,F01_E_Liefereingang,35603,IZS-Komponenten,"BuES, GLT, IZS",Flucht- /Liefertür,1,,,Kostengruppe DIN 276-1: 456,Bezeichn. Kostengr. DIN 276-1: Gefahrenmelde- u. Alarmanlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22225,,1003324757,Lüftungsanlage R.110,31211,Lüftungsanlagen,RLT,Zu-/Abluftanlage,1,,Hygiene VDI 6022: Nein,"Nutzung RLT: Gebäude, Büro",,Zuluftvolumenstrom Nennvol.: 500,Ventilator Antriebsart: Direkt ohne aut. Lastanpassung,Brandlüftung: keine Brandlüftungsfunktion,,,,,,,,Leckageerkennungssystem vorhd.: nein,,,zugehörige Verbraucher: Sonstige,,Schnittstelle BuES/GLT: BuES,"Funktionsweise der MSR: analog, Standard-Regelung",Fabrikat der MSR: STAEFA,Typ der MSR: SCS-KLIMO,Zwischenkontrolle RLT: keine Zwischenprfg. erforderl.,"Sonderbau-Prüfungen: Nein, keine",,Kostengruppe DIN 276-1: 431,Bezeichn. Kostengr. DIN 276-1: Lüftungsanlagen,,,,,,,,,,,,,,,,,,,,,,,,
22225,,1003324759,Anlage 6 Meßgeräte R.9/10,31211,Lüftungsanlagen,RLT,Abluftanlage,1,,,"Nutzung RLT: Gebäude, Büro",,Zuluftvolumenstrom Nennvol.: 400,Ventilator Antriebsart: Direkt ohne aut. Lastanpassung,Brandlüftung: keine Brandlüftungsfunktion,,,,,,,,Leckageerkennungssystem vorhd.: nein,,,zugehörige Verbraucher: Sonstige,,Schnittstelle BuES/GLT: BuES,"Funktionsweise der MSR: analog, Standard-Regelung",Fabrikat der MSR: STAEFA,Typ der MSR: SCS-KLIMO,Zwischenkontrolle RLT: keine Zwischenprfg. erforderl.,"Sonderbau-Prüfungen: Nein, keine",,Kostengruppe DIN 276-1: 431,Bezeichn. Kostengr. DIN 276-1: Lüftungsanlagen,,,,,,,,,,,,,,,,,,,,,,,,
22225,,1003358065,Lüftungsdachkuppel 1,3991,kraftbetätigte Einrichtungen,Türen und Tore,Fenster,1,Nutzung: sonstige Nutzung,,,,,"Sonderbau-Prüfungen: Nein, keine",,,Kostengruppe DIN 276-1: 334,Bezeichn. Kostengr. DIN 276-1: Außentüren und -fenster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22225,,1003358066,Lüftungsdachkuppel 2,3991,kraftbetätigte Einrichtungen,Türen und Tore,Fenster,1,Nutzung: sonstige Nutzung,,,,,"Sonderbau-Prüfungen: Nein, keine",,,Kostengruppe DIN 276-1: 334,Bezeichn. Kostengr. DIN 276-1: Außentüren und -fenster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22225,,1003358067,Lüftungsdachkuppel 3,3991,kraftbetätigte Einrichtungen,Türen und Tore,Fenster,1,Nutzung: sonstige Nutzung,,,,,"Sonderbau-Prüfungen: Nein, keine",,,Kostengruppe DIN 276-1: 334,Bezeichn. Kostengr. DIN 276-1: Außentüren und -fenster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22225,,1003504084,ortsveränderl. elektr. Geräte,33104,Ortsveränderliche elektr. Anschlusseinr.,Elektro,ortsveränderl. elektr. Geräte,1,DGUV V3 ortsv. Geräte: Standard 2J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22225,,1003527613,Gasleitungsanlage,3210,Gasversorgungseinrichtungen,Heizung,"Gasleitungsanlage, Erdgas",1,Verbraucher: Heizung ohne Warmwasserbereit.,Teile der Leitung im Erdreich: nein,,,,Digitaler Gaszähler: Nein,,Schnittstelle BuES/GLT: keine,,Kostengruppe DIN 276-1: 413,Bezeichn. Kostengr. DIN 276-1: Gasanlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22225,,1003531260,Splitgerät 1 Serverraum,31226,Splitklimageräte,Kältetechnik,Splitklimagerät,1,Anzahl Außeneinheiten: 1,"CO2 Äquivalent: 11,08",Anzahl Inneneinheiten: 1,Gesamtkälteleistung in KW: 10,GWP-Wert: 2090,hermetisch geschlossen: nein,"Hygiene VDI 6022: Ja, Vorschrift","Kältemittelmenge: 5,3",Kältemitteltyp: R 410A,Leckageerkennungssystem vorhd.: nein,Anzahl Kältekreisläufe: 1,Nutzung RLT: Systemtechnik,,Schnittstelle BuES/GLT: keine,zugehörige Verbraucher: Serverraum,Zwischenkontrolle RLT: keine Zwischenprfg. erforderl.,,Zyklus für Dichtheitskontrolle: 1J,,Kostengruppe DIN 276-1: 431,Bezeichn. Kostengr. DIN 276-1: Lüftungsanlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22225,,1003531262,Splitklimagerät 2 Serverraum,31226,Splitklimageräte,Kältetechnik,Splitklimagerät,1,Anzahl Außeneinheiten: 1,"CO2 Äquivalent: 11,5",Anzahl Inneneinheiten: 1,Gesamtkälteleistung in KW: 10,GWP-Wert: 2090,hermetisch geschlossen: nein,"Hygiene VDI 6022: Ja, Vorschrift","Kältemittelmenge: 5,5",Kältemitteltyp: R 410A,Leckageerkennungssystem vorhd.: nein,Anzahl Kältekreisläufe: 1,Nutzung RLT: Systemtechnik,,Schnittstelle BuES/GLT: keine,zugehörige Verbraucher: Serverraum,Zwischenkontrolle RLT: keine Zwischenprfg. erforderl.,,Zyklus für Dichtheitskontrolle: 1J,,Kostengruppe DIN 276-1: 431,Bezeichn. Kostengr. DIN 276-1: Lüftungsanlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22225,,1003576779,Verkehrssicherungspflicht,9920,spezielle Tätigkeiten,Haustechn Einricht,Verkehrssicherungspflicht,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22225,,1003586713,GMG-GFM Cluster: Leitern und Tritte,9111,Technischer Platz allgemein,Haustechn Einricht,Leitern und Tritte,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22225,,1003846825,Brandmeldeanlage  neu,35401,Gefahrenmeldeanlagen,Brandschutz,Brandmeldeanlage,1,,Anzahl Handmelder: 4,Anzahl automatische Melder: 25,,,,,Übertragung zur FW_POL_SMC: keine,Schnittstelle BuES/GLT: BuES,"Sonderbau-Prüfungen: Nein, keine",,,,,Kostengruppe DIN 276-1: 456,Bezeichn. Kostengr. DIN 276-1: Gefahrenmelde- u. Alarmanlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22225,,1003846828,Teeküche  neu,3790,"Gemeinschaftsverpfleg.einr., sonstige",Haustechn Einricht,Miniküche/Teeküche,1,Kostengruppe DIN 276-1: 471,Bezeichn. Kostengr. DIN 276-1: Küchentechnische Anlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22225,,1003846829,Türklingelanlage  neu,3590,"Meldeeinrichtungen, sonstige",Haustechn Einricht,Tür-Klingel-/Sprech-/Videoanl,1,,Schnittstelle BuES/GLT: keine,,,Kostengruppe DIN 276-1: 452,Bezeichn. Kostengr. DIN 276-1: Such- und Signalanlagen,"Sonderbau-Prüfungen: Nein, keine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22225,,1003848261,Verdunkelungsanl. Lichtkuppeln,3991,kraftbetätigte Einrichtungen,Türen und Tore,"Sonnenschutz, außen",5,Nutzung: sonstige Nutzung,,,,,"Sonderbau-Prüfungen: Nein, keine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22225,,1004044403,Erste-Hilfe-Verbandskasten,3970,Medizinische Geräte und Hilfsmittel,Haustechn Einricht,Erste-Hilfe-Verbandskasten,1,Bezeichn. Kostengr. DIN 276-1: Medizin- und labortechnische A,Kostengruppe DIN 276-1: 474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22225,,1010044924,Trinkwasserspender 1.OG T-Küche,3710,Warenverkaufseinrichtungen,Haustechn Einricht,Getränkeschank-und-zapfanlage,1,,Wartung vom Kunden beauftragt: jedes Jahr (1J),Kostengruppe DIN 276-1: 471,Bezeichn. Kostengr. DIN 276-1: Küchentechnische Anlagen,,ZSD_Gewährleistung_Lieferant: 5 Jahre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22225,,1010104357,Heizungsanlage,31111,Heizungsanlagen,Heizung,Heizungsanlage,1,,Wassererwärmung: Nein,,Energieart: Gas,,,,,,,,Gesamtleistung in KW: 87,Kessel Anzahl: 1,,,,Ausdehnungsgefäße Anzahl: 1,Brenner Anzahl: 1,Unterverteilungen Anzahl: 1,,,,,Schnittstelle BuES/GLT: BuES,Kostengruppe DIN 276-1: 421,Bezeichn. Kostengr. DIN 276-1: Wärmeerzeugungsanlagen,ZSD_Gewährleistung_Ende: 20220118,,,,,,,,,,,,,,,,,,,,,,,,,
22225,1010104357.0,1010104365,Ausdehnungsgefäß,3911,"Druckbehälter, prüfpflichtig",DLÜA,Ausdehnungsgefäß,1,Druckbehälter ist eingebaut in: Heizung ohne Warmwasserbereit.,,,,,,,,,Kostengruppe DIN 276-1: 421,Bezeichn. Kostengr. DIN 276-1: Wärmeerzeugungsanlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22225,,1010104370,Hygiene Spülung,32206,sonstige Wassertechnische Einrichtungen,Sanitär,Automatische Spüleinrichtung,1,,,Schnittstelle BuES/GLT: BuES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22225,,1010104375,Enthärtung Heizung,32201,Wasseraufbereitungsanlagen,Sanitär,Enthärtungsanlage,1,Nutzung: sonstige Nutzung,,,Salz auffüllen: Hausmeister (ohne CS-Auftrag),,,,Schnittstelle BuES/GLT: BuES,,Kostengruppe DIN 276-1: 412,Bezeichn. Kostengr. DIN 276-1: Wasseranlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22225,,1010104379,Systemtrenner,32206,sonstige Wassertechnische Einrichtungen,Sanitär,Systemtrenner,1,,,Schnittstelle BuES/GLT: BuES,,Kostengruppe DIN 276-1: 419,"Bezeichn. Kostengr. DIN 276-1: Abw.-, Wasser-, Gasanl., sonst",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22225,,1010104388,Neutralisationsanlage,32303,Abwasserbehandlunganlagen,Sanitär,Neutralisationsanlage,1,,,Schnittstelle BuES/GLT: BuES,,Kostengruppe DIN 276-1: 411,Bezeichn. Kostengr. DIN 276-1: Abwasseranlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22225,,1010110250,Systemtrenner Waschbecken,32206,sonstige Wassertechnische Einrichtungen,Sanitär,Systemtrenner,1,,,Schnittstelle BuES/GLT: BuES,,Kostengruppe DIN 276-1: 419,"Bezeichn. Kostengr. DIN 276-1: Abw.-, Wasser-, Gasanl., sonst",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22225,1003278375.0,1010112621,Z004_E_16b_X_Server-Raum,35603,IZS-Komponenten,"BuES, GLT, IZS",Zugangstür,1,,,Kostengruppe DIN 276-1: 456,Bezeichn. Kostengr. DIN 276-1: Gefahrenmelde- u. Alarmanlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22225,1003278375.0,1010112622,L004_E_16b_X_Server-Raum,35603,IZS-Komponenten,"BuES, GLT, IZS",Kartenleser eines Zugangs,1,,,Kostengruppe DIN 276-1: 456,Bezeichn. Kostengr. DIN 276-1: Gefahrenmelde- u. Alarmanlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
