WirtEinh,EQ_übergeordnet,Equipment,EQ-Bezeichnung,EQ-Klasse,EQ-Klasse-Bezeichnung,Gewerk,Anlagenausprägung,EQ-Menge,EQ-Merkmal_001,EQ-Merkmal_002,EQ-Merkmal_003,EQ-Merkmal_004,EQ-Merkmal_005,EQ-Merkmal_006,EQ-Merkmal_007,EQ-Merkmal_008,EQ-Merkmal_009,EQ-Merkmal_010,EQ-Merkmal_011,EQ-Merkmal_012,EQ-Merkmal_013,EQ-Merkmal_014,EQ-Merkmal_015,EQ-Merkmal_016,EQ-Merkmal_017,EQ-Merkmal_018,EQ-Merkmal_019,EQ-Merkmal_020,EQ-Merkmal_021,EQ-Merkmal_022,EQ-Merkmal_023,EQ-Merkmal_024,EQ-Merkmal_025,EQ-Merkmal_026,EQ-Merkmal_027,EQ-Merkmal_028,EQ-Merkmal_029,EQ-Merkmal_030,EQ-Merkmal_031,EQ-Merkmal_032,EQ-Merkmal_033,EQ-Merkmal_034,EQ-Merkmal_035,EQ-Merkmal_036,EQ-Merkmal_037,EQ-Merkmal_038,EQ-Merkmal_039,EQ-Merkmal_040,EQ-Merkmal_041,EQ-Merkmal_042,EQ-Merkmal_043,EQ-Merkmal_044,EQ-Merkmal_045,EQ-Merkmal_046,EQ-Merkmal_047,EQ-Merkmal_048,EQ-Merkmal_049,EQ-Merkmal_050,EQ-Merkmal_051,EQ-Merkmal_052
26287,,1000717804,Innenbeleuchtung 2.UG+Tiefkeller,3410,Innenbeleuchtungseinrichtungen,Elektro,Innenbel.einr. ortsf. Leuchten,1,,,,Kostengruppe DIN 276-1: 445,Bezeichn. Kostengr. DIN 276-1: Beleuchtungsanlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26287,,1000717815,Innenbeleuchtung 2.OG,3410,Innenbeleuchtungseinrichtungen,Elektro,Innenbel.einr. ortsf. Leuchten,1,,,,Kostengruppe DIN 276-1: 445,Bezeichn. Kostengr. DIN 276-1: Beleuchtungsanlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26287,,1000717817,Innenbeleuchtung 1.OG,3410,Innenbeleuchtungseinrichtungen,Elektro,Innenbel.einr. ortsf. Leuchten,1,,,,Kostengruppe DIN 276-1: 445,Bezeichn. Kostengr. DIN 276-1: Beleuchtungsanlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26287,,1000717826,Innenbeleuchtung EG,3410,Innenbeleuchtungseinrichtungen,Elektro,Innenbel.einr. ortsf. Leuchten,1,,,,Kostengruppe DIN 276-1: 445,Bezeichn. Kostengr. DIN 276-1: Beleuchtungsanlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26287,,1000717839,Innenbeleuchtung 1.UG,3410,Innenbeleuchtungseinrichtungen,Elektro,Innenbel.einr. ortsf. Leuchten,1,,,,Kostengruppe DIN 276-1: 445,Bezeichn. Kostengr. DIN 276-1: Beleuchtungsanlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26287,,1000717844,"Innenbeleuchtung, ortsfest",3410,Innenbeleuchtungseinrichtungen,Elektro,Innenbel.einr. ortsf. Leuchten,1,,,,Kostengruppe DIN 276-1: 445,Bezeichn. Kostengr. DIN 276-1: Beleuchtungsanlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26287,,1000717888,Entwässerungspumpen,32302,Hebeanlagen/Entwässerungspumpen,Sanitär,"Entwässerungspumpen, ortsfest",4,Nutzung: sonstige Nutzung,,Fördermenge: 52,Schnittstelle BuES/GLT: BuES,,Kostengruppe DIN 276-1: 411,Bezeichn. Kostengr. DIN 276-1: Abwasseranlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26287,,1000732926,NSP-Leitungsanlage 2.UG+Tiefkeller,33103,Niederspannungsleitungsanlagen,Elektro,Niederspannungsleitungsanlage,1,Anzahl FI alle UVT: 1,,Unterverteilungen Gesamt: 0,Anzahl UVT ohne USV: 10,,,,,,Schnittstelle BuES/GLT: keine,"Sonderbau-Prüfungen: Nein, keine",,,Kostengruppe DIN 276-1: 444,Bezeichn. Kostengr. DIN 276-1: Niederspannungsinstallationsan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26287,,1000732929,NSP-Leitungsanlage 1.UG,33103,Niederspannungsleitungsanlagen,Elektro,Niederspannungsleitungsanlage,1,Anzahl FI alle UVT: 75,,Unterverteilungen Gesamt: 23,Anzahl UVT ohne USV: 19,,,Anzahl UVT mit USV: 4,,,Schnittstelle BuES/GLT: keine,"Sonderbau-Prüfungen: Nein, keine",,,Kostengruppe DIN 276-1: 444,Bezeichn. Kostengr. DIN 276-1: Niederspannungsinstallationsan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26287,,1000732937,NSP-Leitungsanlage EG,33103,Niederspannungsleitungsanlagen,Elektro,Niederspannungsleitungsanlage,1,Anzahl FI alle UVT: 191,,Unterverteilungen Gesamt: 14,Anzahl UVT ohne USV: 9,,,Anzahl UVT mit USV: 5,,,Schnittstelle BuES/GLT: keine,"Sonderbau-Prüfungen: Nein, keine",,,Kostengruppe DIN 276-1: 444,Bezeichn. Kostengr. DIN 276-1: Niederspannungsinstallationsan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26287,,1000732942,NSP-Leitungsanlage 1.+2.OG,33103,Niederspannungsleitungsanlagen,Elektro,Niederspannungsleitungsanlage,1,Anzahl FI alle UVT: 134,,Unterverteilungen Gesamt: 16,Anzahl UVT ohne USV: 12,,,Anzahl UVT mit USV: 4,,,Schnittstelle BuES/GLT: keine,"Sonderbau-Prüfungen: Nein, keine",,,Kostengruppe DIN 276-1: 444,Bezeichn. Kostengr. DIN 276-1: Niederspannungsinstallationsan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26287,,1000732955,Niederspannungsleitungsanlage,33103,Niederspannungsleitungsanlagen,Elektro,Niederspannungsleitungsanlage,1,Anzahl FI alle UVT: 2,,Unterverteilungen Gesamt: 1,Anzahl UVT ohne USV: 1,,,Anzahl UVT mit USV: 0,,,Schnittstelle BuES/GLT: keine,"Sonderbau-Prüfungen: Nein, keine",,,Kostengruppe DIN 276-1: 444,Bezeichn. Kostengr. DIN 276-1: Niederspannungsinstallationsan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26287,,1000733344,Abwasserleitungsanlage,32301,Abwasserleitungsanlagen,Sanitär,Abwasserleitungsanlage,1,Nutzung: sonstige Nutzung,"Medium Abwasser: Abwasser, fäkalienhaltig",Rückstauverschluss: keiner vorhanden,,,Kostengruppe DIN 276-1: 411,Bezeichn. Kostengr. DIN 276-1: Abwasseranlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26287,,1000733348,Abwasserleitungsanlage,32301,Abwasserleitungsanlagen,Sanitär,Abwasserleitungsanlage,1,Nutzung: sonstige Nutzung,"Medium Abwasser: Abwasser, fäkalienfrei",Rückstauverschluss: keiner vorhanden,,,Kostengruppe DIN 276-1: 411,Bezeichn. Kostengr. DIN 276-1: Abwasseranlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26287,,1000734003,Wasserverteilanlage,32205,Wasserverteilanlagen,Sanitär,Wasserverteilanlage,1,Filter: kein Filter,Messwerterfassung: manuell (MobileX),,,Kostengruppe DIN 276-1: 412,Bezeichn. Kostengr. DIN 276-1: Wasseranlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26287,,1000734808,Hebezeug,3622,Krane,Haustechn Einricht,Ausleger- /Drehkran,1,Belastungsart: hoch,,Kostengruppe DIN 276-1: 465,Bezeichn. Kostengr. DIN 276-1: Krananlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26287,,1000735081,Feuerlöscher CO²,39301,Kleinlöschgeräte,Brandschutz,Feuerlöscher,61,Löschmittel Feuerlöscher: CO2 bis 6 kg,"Sonderbau-Prüfungen: Nein, keine",,Kostengruppe DIN 276-1: 475,Bezeichn. Kostengr. DIN 276-1: Feuerlöschanlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26287,,1000735115,Feuerlöscher CO²,39301,Kleinlöschgeräte,Brandschutz,Feuerlöscher,5,Löschmittel Feuerlöscher: CO2 bis 6 kg,"Sonderbau-Prüfungen: Nein, keine",,Kostengruppe DIN 276-1: 475,Bezeichn. Kostengr. DIN 276-1: Feuerlöschanlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26287,,1000744226,Wassererwärmungsgeräte,3113,Wassererwärmungsgeräte ortsfest,Elektro,"Gerät, elektrisch beheizt",2,Hygiene TrinkwV/VDI 6023: Nein,Nutzung: sonstige Nutzung,,Kostengruppe DIN 276-1: 412,Bezeichn. Kostengr. DIN 276-1: Wasseranlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26287,,1000748430,Abwasserleitungsanlage,32301,Abwasserleitungsanlagen,Sanitär,Abwasserleitungsanlage,1,Nutzung: sonstige Nutzung,"Medium Abwasser: Abwasser, fäkalienhaltig",Rückstauverschluss: keiner vorhanden,,,Kostengruppe DIN 276-1: 411,Bezeichn. Kostengr. DIN 276-1: Abwasseranlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26287,,1000748432,Wasserverteilanlage,32205,Wasserverteilanlagen,Sanitär,Wasserverteilanlage,1,Filter: kein Filter,Messwerterfassung: manuell (MobileX),,,Kostengruppe DIN 276-1: 412,Bezeichn. Kostengr. DIN 276-1: Wasseranlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26287,,1000748434,Kantine Fettabscheider,32304,"Abscheider, Sperren",Sanitär,Fettabscheider,1,Kontrolle Fettabscheider: jede Woche (1W),"Entsorgung Fettabscheider: über IFM, jede dritte Woche",Entsorgungsvolumen Abscheider: 1,,Schnittstelle BuES/GLT: BuES,,Kostengruppe DIN 276-1: 411,Bezeichn. Kostengr. DIN 276-1: Abwasseranlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26287,,1000748443,"Innenbeleuchtung, ortsfest",3410,Innenbeleuchtungseinrichtungen,Elektro,Innenbel.einr. ortsf. Leuchten,1,,,,Kostengruppe DIN 276-1: 445,Bezeichn. Kostengr. DIN 276-1: Beleuchtungsanlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26287,,1000751332,Feuerlöscher Pulver,39301,Kleinlöschgeräte,Brandschutz,Feuerlöscher,3,Löschmittel Feuerlöscher: Pulver 10 bis 50 kg,"Sonderbau-Prüfungen: Nein, keine",,Kostengruppe DIN 276-1: 475,Bezeichn. Kostengr. DIN 276-1: Feuerlöschanlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26287,,1000751601,Niederspannungsleitungsanlage,33103,Niederspannungsleitungsanlagen,Elektro,Niederspannungsleitungsanlage,1,Anzahl FI alle UVT: 34,,Unterverteilungen Gesamt: 9,Anzahl UVT ohne USV: 9,,,Anzahl UVT mit USV: 0,,,Schnittstelle BuES/GLT: keine,"Sonderbau-Prüfungen: Nein, keine",,,Kostengruppe DIN 276-1: 444,Bezeichn. Kostengr. DIN 276-1: Niederspannungsinstallationsan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26287,,1000752708,Kantine Enthärtungsanlage,32201,Wasseraufbereitungsanlagen,Sanitär,Enthärtungsanlage,1,Nutzung: GemVerpflEinrichtung,,,Salz auffüllen: jede zweite Woche,Anwendung der Anlage: sonstige Anwendung,,,Schnittstelle BuES/GLT: BuES,,Kostengruppe DIN 276-1: 412,Bezeichn. Kostengr. DIN 276-1: Wasseranlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26287,,1000753422,Wassererwärmungsgeräte,3113,Wassererwärmungsgeräte ortsfest,Elektro,"Gerät, elektrisch beheizt",1,Hygiene TrinkwV/VDI 6023: Nein,Nutzung: sonstige Nutzung,,Kostengruppe DIN 276-1: 412,Bezeichn. Kostengr. DIN 276-1: Wasseranlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26287,,1000787299,Kaltwassersatz BTB,31301,Zentrale Kälteanlagen,Kältetechnik,Kolbenverdichter,1,Anlagensystem: Splittsystem,Einsatzbereich: Kühleinrichtung,Gesamtkälteleistung in KW: 30,Kältemitteltyp: R 22,Kältemittelmenge: 12,"CO2 Äquivalent: 20,4",GWP-Wert: 1700,hermetisch geschlossen: nein,Leckageerkennungssystem vorhd.: nein,Zyklus für Dichtheitskontrolle: 1J,Anzahl Kältekreisläufe: 1,Sicherheitsventil abblasen: NEIN,Verdichter Anzahl: 1,Verdichter Bauart: Voll,Verdichter Motorleistung ges.: 8,Kühlungsart: Kaltwasserkühlung,Anzahl Kaltwasserkreisläufe: 1,Rückkühlungsart: Luft,Nutzung: Systemtechnik,Schnittstelle BuES/GLT: keine,,,Kostengruppe DIN 276-1: 435,Bezeichn. Kostengr. DIN 276-1: Kälteanlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26287,,1000787303,Splitgerät Serverraum T.012,31226,Splitklimageräte,Kältetechnik,Splitklimagerät,1,Anzahl Außeneinheiten: 1,"CO2 Äquivalent: 7,08",Anzahl Inneneinheiten: 1,Gesamtkälteleistung in KW: 5,GWP-Wert: 1770,hermetisch geschlossen: nein,Hygiene VDI 6022: Nein,Kältemittelmenge: 4,Kältemitteltyp: R 407C,Leckageerkennungssystem vorhd.: nein,Anzahl Kältekreisläufe: 1,Nutzung RLT: Systemtechnik,,Schnittstelle BuES/GLT: keine,zugehörige Verbraucher: Sonstige,Zwischenkontrolle RLT: keine Zwischenprfg. erforderl.,,Zyklus für Dichtheitskontrolle: 1J,,Kostengruppe DIN 276-1: 431,Bezeichn. Kostengr. DIN 276-1: Lüftungsanlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26287,,1001307133,T-Logo Altbau,5112,Firmenlogos,Elektro,Konzern - T mit Digits,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26287,,1001328501,Fäkalienhebeanlage,32302,Hebeanlagen/Entwässerungspumpen,Sanitär,Fäkalienhebeanlage,1,Nutzung: sonstige Nutzung,,Fördermenge: 60,Schnittstelle BuES/GLT: BuES,,Kostengruppe DIN 276-1: 411,Bezeichn. Kostengr. DIN 276-1: Abwasseranlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26287,,1001383190,Abluftanlage WC 1.OG,31211,Lüftungsanlagen,RLT,Abluftanlage,1,,,"Nutzung RLT: Gebäude, Büro",Zuluftvolumenstrom tatsächlich: 1000,Zuluftvolumenstrom Nennvol.: 1000,Ventilator Antriebsart: Direkt ohne aut. Lastanpassung,Brandlüftung: keine Brandlüftungsfunktion,,,,,,,,,,,zugehörige Verbraucher: Sanitär-Raum,,Schnittstelle BuES/GLT: keine,"Funktionsweise der MSR: analog, Standard-Regelung",,,Zwischenkontrolle RLT: keine Zwischenprfg. erforderl.,"Sonderbau-Prüfungen: Nein, keine",,Kostengruppe DIN 276-1: 431,Bezeichn. Kostengr. DIN 276-1: Lüftungsanlagen,,,,,,,,,,,,,,,,,,,,,,,,
26287,,1001383201,Abluftventilator WC-H 1.UG,31223,Ventilatoren,RLT,Wand-/Fensterventilator,1,,Hygiene VDI 6022: Nein,"Nutzung RLT: Gebäude, Büro",zugehörige Verbraucher: Sanitär-Raum,,Schnittstelle BuES/GLT: keine,Zwischenkontrolle RLT: keine Zwischenprfg. erforderl.,"Sonderbau-Prüfungen: Nein, keine",Kostengruppe DIN 276-1: 431,Bezeichn. Kostengr. DIN 276-1: Lüftungsanlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26287,,1001383540,Abluftventilatoren,31223,Ventilatoren,RLT,Wand-/Fensterventilator,6,,Hygiene VDI 6022: Nein,"Nutzung RLT: Gebäude, Büro",zugehörige Verbraucher: Sanitär-Raum,,Schnittstelle BuES/GLT: keine,Zwischenkontrolle RLT: jährl. Zwischenprfg. erforderl,"Sonderbau-Prüfungen: Nein, keine",Kostengruppe DIN 276-1: 431,Bezeichn. Kostengr. DIN 276-1: Lüftungsanlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26287,1003859985.0,1001394886,Z001_x_x_x_Esch_1.Og_DIV_Mitte-Ost,35603,IZS-Komponenten,"BuES, GLT, IZS",Zugangstür,1,,,Kostengruppe DIN 276-1: 456,Bezeichn. Kostengr. DIN 276-1: Gefahrenmelde- u. Alarmanlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26287,1003859985.0,1001394888,Z002_x_x_x_Esch_1.Og_DIV_Ost,35603,IZS-Komponenten,"BuES, GLT, IZS",Zugangstür,1,,,Kostengruppe DIN 276-1: 456,Bezeichn. Kostengr. DIN 276-1: Gefahrenmelde- u. Alarmanlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26287,1003859986.0,1001394893,Z003_x_x_x_Esch_EG_HVT_Ost,35603,IZS-Komponenten,"BuES, GLT, IZS",Zugangstür,1,,,Kostengruppe DIN 276-1: 456,Bezeichn. Kostengr. DIN 276-1: Gefahrenmelde- u. Alarmanlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26287,1003859987.0,1001394897,Z007_x_x_x_Esch_2.Ug_Mitte-Ost,35603,IZS-Komponenten,"BuES, GLT, IZS",Zugangstür,1,,,Kostengruppe DIN 276-1: 456,Bezeichn. Kostengr. DIN 276-1: Gefahrenmelde- u. Alarmanlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
